"","IDs","Slide_20.B.00423_Glo_ROI_1","Slide_20.B.00423_Glo_ROI_2","Slide_20.B.00423_Glo_ROI_3","Z_scores_Slide_20.B.00423_Glo_ROI_1","Z_scores_Slide_20.B.00423_Glo_ROI_2","Z_scores_Slide_20.B.00423_Glo_ROI_3","hclust_clusters"
"ZN366_HUMAN","ZNF366@ZN366_HUMAN",3.30742852519225,3.49825086752783,4.0703893278914,-0.80073624816537,-0.320128992952168,1.12086524111754,1
"ZN367_HUMAN","ZNF367@ZN367_HUMAN",3.75488750216347,3.56071495447448,3.16992500144231,0.871698234424754,0.219976043234807,-1.09167427765956,3
"ZN37A_HUMAN","ZNF37A@ZN37A_HUMAN",6.33628338786443,6.33449676839042,5.76022094646651,0.580038262393249,0.574658097958778,-1.15469636035203,3
"ZN382_HUMAN","ZNF382@ZN382_HUMAN",3.01792190799726,3.0703893278914,3.95419631038688,-0.626499594986339,-0.52676430543098,1.15326390041732,1
"ZN383_HUMAN","ZNF383@ZN383_HUMAN",5.51727569320958,5.20554891117303,5.456149034648,0.752409531679534,-1.13476255696602,0.382353025286485,4
"ZN384_HUMAN","ZNF384@ZN384_HUMAN",3.75488750216347,4.01792190799726,3.36457243229586,0.129061231712155,0.92920345262085,-1.058264684333,3
"Z385A_HUMAN","ZNF385A@Z385A_HUMAN",3.54843662469604,4.06177619758669,4.0703893278914,-1.1545806742907,0.56288200914271,0.591698665147986,2
"Z385B_HUMAN","ZNF385B@Z385B_HUMAN",2.16992500144231,2.88752527074159,3.16992500144231,-1.11054716125328,0.28138719546993,0.829159965783351,2
"Z385C_HUMAN","ZNF385C@Z385C_HUMAN",3.30742852519225,3.56071495447448,4.37155886261196,-0.789993012940745,-0.334341055724667,1.12433406866541,1
"Z385D_HUMAN","ZNF385D@Z385D_HUMAN",3.30742852519225,2.78659636189081,3.16992500144231,0.81302576226824,-1.11661275609264,0.303586993824403,4
"ZN391_HUMAN","ZNF391@ZN391_HUMAN",4.54843662469604,4.64961545906341,4.76022094646651,-0.984837985032961,-0.0296639581984143,1.01450194323137,2
"ZN394_HUMAN","ZNF394@ZN394_HUMAN",3.01792190799726,3.49825086752783,3.82781902461732,-1.05596845900217,0.123388183803101,0.932580275199065,2
"ZN395_HUMAN","ZNF395@ZN395_HUMAN",2.84799690655495,3.73335434061383,3.36457243229586,-1.05077481041464,0.940000747188207,0.110774063226431,2
"ZN396_HUMAN","ZNF396@ZN396_HUMAN",3.54843662469604,2.88752527074159,3.95419631038688,0.157969790835823,-1.06958277492678,0.911612984090956,1
"ZN398_HUMAN","ZNF398@ZN398_HUMAN",3.54843662469604,3.97269265400426,4.17791779219584,-1.09412518247193,0.227425979111229,0.866699203360698,2
"ZN404_HUMAN","ZNF404@ZN404_HUMAN",2.43295940727611,2.98185265328974,3.36457243229586,-1.05388351779342,0.118288913326639,0.935594604466786,2
"ZN407_HUMAN","ZNF407@ZN407_HUMAN",4.43295940727611,4.18586654531133,4.17791779219584,1.15426675412744,-0.549725435932183,-0.604541318195262,4
"ZN408_HUMAN","ZNF408@ZN408_HUMAN",3.16992500144231,2.78659636189081,2.70043971814109,1.13741855143996,-0.396345476939132,-0.741073074500831,4
"ZNF41_HUMAN","ZNF41@ZNF41_HUMAN",3.84799690655495,3.67807190511264,3.82781902461732,0.682610904400166,-1.14786094619631,0.46525004179614,4
"ZN410_HUMAN","ZNF410@ZN410_HUMAN",3.43295940727611,3.43295940727611,3.95419631038688,-0.577350269189625,-0.577350269189625,1.15470053837925,1
"ZN414_HUMAN","ZNF414@ZN414_HUMAN",4.37155886261196,3.15380533607904,3.95419631038688,0.880749561662841,-1.08706648266703,0.206316921004188,4
"ZN415_HUMAN","ZNF415@ZN415_HUMAN",3.54843662469604,4.14567745519564,3.82781902461732,-0.977849511019367,1.02076848288586,-0.0429189718664967,2
"ZN416_HUMAN","ZNF416@ZN416_HUMAN",3.93545974780529,3.88752527074159,3.68929916053589,0.751182886396489,0.383877584075929,-1.13506047047242,3
"ZN417_HUMAN","ZNF417@ZN417_HUMAN",6.81121411751324,6.92481250360578,6.72655877910497,-0.0969827309853093,1.04495800438127,-0.947975273395965,3
"ZN418_HUMAN","ZNF418@ZN418_HUMAN",2.43295940727611,3.56071495447448,4.37155886261196,-1.04982596650495,0.108500831605864,0.941325134899086,2
"ZN419_HUMAN","ZNF419@ZN419_HUMAN",3.93545974780529,3.62058641045188,3.36457243229586,1.03253949310115,-0.068612906560598,-0.963926586540554,3
"ZN420_HUMAN","ZNF420@ZN420_HUMAN",3.16992500144231,3.0703893278914,3.68929916053589,-0.421091121405396,-0.72058907005977,1.14168019146517,1
"ZN423_HUMAN","ZNF423@ZN423_HUMAN",3.16992500144231,4.10433665981474,4.27798474729977,-1.14238098910446,0.425505022388637,0.716875966715827,2
"ZN425_HUMAN","ZNF425@ZN425_HUMAN",3.93545974780529,3.15380533607904,3.82781902461732,0.699712668846665,-1.14534463464629,0.445631965799625,4
"ZN426_HUMAN","ZNF426@ZN426_HUMAN",3.93545974780529,3.78659636189081,3.53605290024021,0.905413083345384,0.167914406555977,-1.07332748990136,3
"ZN428_HUMAN","ZNF428@ZN428_HUMAN",2.84799690655495,2.56071495447448,1.96347412397489,0.865652664569857,0.228977338181115,-1.09463000275097,3
"ZN429_HUMAN","ZNF429@ZN429_HUMAN",3.01792190799726,3.67807190511264,3.36457243229586,-1.01631208602845,0.982847846023687,0.0334642400047626,2
"ZNF43_HUMAN","ZNF43@ZNF43_HUMAN",10.6836087391497,10.4638308623226,9.78021165852333,0.79467248611992,0.328178560271435,-1.12285104639135,3
"ZN430_HUMAN","ZNF430@ZN430_HUMAN",10.5773344077313,10.5131353971177,9.95564990752837,0.66868389057801,0.480916535722442,-1.14960042630045,3
"ZN431_HUMAN","ZNF431@ZN431_HUMAN",7.10223819393074,7.09064175191785,6.63517394667492,0.598980598610703,0.555446354409985,-1.15442695302068,3
"ZN432_HUMAN","ZNF432@ZN432_HUMAN",2.84799690655495,3.49825086752783,3.95419631038688,-1.05314952489318,0.116505184615029,0.936644340278149,2
"ZN433_HUMAN","ZNF433@ZN433_HUMAN",3.54843662469604,2.43295940727611,2.70043971814109,1.12383977878256,-0.791567693037384,-0.332272085745173,4
"ZN436_HUMAN","ZNF436@ZN436_HUMAN",3.43295940727611,3.21723071622067,3.82781902461732,-0.19283624931064,-0.889538586216843,1.08237483552748,1
"ZN438_HUMAN","ZNF438@ZN438_HUMAN",3.75488750216347,3.43295940727611,3.16992500144231,1.03181813432743,-0.0670065128662371,-0.96481162146119,3
"ZN439_HUMAN","ZNF439@ZN439_HUMAN",4.37155886261196,3.49825086752783,4.0703893278914,0.882525022234195,-1.08613628857118,0.203611266336987,4
"ZNF44_HUMAN","ZNF44@ZNF44_HUMAN",3.93545974780529,4.22496636500027,2.94485844580754,0.3481330577259,0.779402154728079,-1.12753521245398,3
"ZN440_HUMAN","ZNF440@ZN440_HUMAN",3.65535182861255,3.43295940727611,3.68929916053589,0.451138983566779,-1.14608848296703,0.694949499400255,1
"ZN441_HUMAN","ZNF441@ZN441_HUMAN",1.84799690655495,3.0703893278914,3.82781902461732,-1.06850610023236,0.155147477320579,0.913358622911779,2
"ZN442_HUMAN","ZNF442@ZN442_HUMAN",3.54843662469604,3.29278174922785,3.82781902461732,-0.0295552626616615,-0.984894747419703,1.01445001008136,1
"ZN443_HUMAN","ZNF443@ZN443_HUMAN",3.93545974780529,2.88752527074159,3.82781902461732,0.668190495236784,-1.14965707639437,0.481466581157586,4
"ZN444_HUMAN","ZNF444@ZN444_HUMAN",5.09169983413681,5.12515513132229,5.12515513132229,-1.15470053837925,0.577350269189626,0.577350269189626,2
"ZN445_HUMAN","ZNF445@ZN445_HUMAN",3.84799690655495,1.96347412397489,3.16992500144231,0.894891588828692,-1.07940843823338,0.184516849404688,4
"ZN446_HUMAN","ZNF446@ZN446_HUMAN",8.07414146275251,3.21723071622067,3.68929916053589,1.15020769401049,-0.663232704250212,-0.486974989760277,4
"ZN449_HUMAN","ZNF449@ZN449_HUMAN",3.30742852519225,2.88752527074159,3.68929916053589,0.0316118750510999,-1.01543112579204,0.98381925074094,1
"ZNF45_HUMAN","ZNF45@ZNF45_HUMAN",3.65535182861255,3.88752527074159,4.27798474729977,-0.905557744949444,-0.16768375969708,1.07324150464652,1
"ZN451_HUMAN","ZNF451@ZN451_HUMAN",3.84799690655495,4.14567745519564,3.95419631038688,-0.892379534663703,1.08081097292228,-0.188431438258572,2
"ZN454_HUMAN","ZNF454@ZN454_HUMAN",3.16992500144231,3.83794324189103,2.94485844580754,-0.317876972005894,1.12029985042388,-0.802422878417983,3
"ZN460_HUMAN","ZNF460@ZN460_HUMAN",4.97269265400426,4.8073549220576,4.82781902461732,1.14723599158598,-0.687139732510254,-0.460096259075716,4
"ZN461_HUMAN","ZNF461@ZN461_HUMAN",3.30742852519225,3.15380533607904,3.82781902461732,-0.346091425613907,-0.780980253211477,1.12707167882538,1
"ZN462_HUMAN","ZNF462@ZN462_HUMAN",3.75488750216347,3.43295940727611,4.17791779219584,-0.0902003463010591,-0.951844119749218,1.04204446605028,1
"ZN467_HUMAN","ZNF467@ZN467_HUMAN",3.30742852519225,3.36457243229586,3.53605290024021,-0.800593494879228,-0.320319337565292,1.12091283244452,1
"ZN468_HUMAN","ZNF468@ZN468_HUMAN",11.6063589420699,11.4597389783035,10.6633802023685,0.715766978873104,0.426819144665154,-1.14258612353825,3
"ZN469_HUMAN","ZNF469@ZN469_HUMAN",3.93545974780529,3.78659636189081,4.37155886261196,-0.314943541584429,-0.804613425128967,1.11955696671339,1
"ZN470_HUMAN","ZNF470@ZN470_HUMAN",4.49185309632967,4.5298209465287,4.4594316186373,-0.0524761562806368,1.02520488928395,-0.972728733003342,3
"ZN471_HUMAN","ZNF471@ZN471_HUMAN",2.65535182861255,3.21723071622067,3.16992500144231,-1.15136998568665,0.651582074769712,0.49978791091694,2
"ZN473_HUMAN","ZNF473@ZN473_HUMAN",3.16992500144231,3.0703893278914,4.0703893278914,-0.484645109286824,-0.665333403599177,1.149978512886,1
"ZN474_HUMAN","ZNF474@ZN474_HUMAN",3.43295940727611,3.78659636189081,4.37155886261196,-0.908694097722479,-0.162666952254818,1.0713610499773,1
"ZN479_HUMAN","ZNF479@ZN479_HUMAN",3.16992500144231,1.76553474636298,2.70043971814109,0.873683439596251,-1.09068262975363,0.216999190157382,4
"ZNF48_HUMAN","ZNF48@ZNF48_HUMAN",2.65535182861255,3.78659636189081,4.17791779219584,-1.11878757164052,0.311935148555301,0.806852423085219,2
"ZN480_HUMAN","ZNF480@ZN480_HUMAN",3.65535182861255,3.36457243229586,3.82781902461732,0.168443892397179,-1.07352472661294,0.905080834215762,1
"ZN483_HUMAN","ZNF483@ZN483_HUMAN",2.65535182861255,2.78659636189081,3.36457243229586,-0.742463556452026,-0.394640861646607,1.13710441809863,1
"ZN484_HUMAN","ZNF484@ZN484_HUMAN",4.16992500144231,3.36457243229586,3.16992500144231,1.13507811913631,-0.383968235106637,-0.751109884029673,4
"ZN485_HUMAN","ZNF485@ZN485_HUMAN",3.01792190799726,3.73335434061383,4.0703893278914,-1.09647121442031,0.234686317686583,0.861784896733727,2
"ZN486_HUMAN","ZNF486@ZN486_HUMAN",2.84799690655495,3.21723071622067,2.70043971814109,-0.277579903714619,1.10946602954252,-0.831886125827897,3
"ZN487_HUMAN","ZNF487@ZN487_HUMAN",3.01792190799726,3.15380533607904,3.16992500144231,-1.14930817058978,0.47812405493294,0.67118411565684,2
"ZN488_HUMAN","ZNF488@ZN488_HUMAN",3.84799690655495,3.43295940727611,4.68929916053589,-0.221975178562784,-0.870361107704809,1.09233628626759,1
"ZN490_HUMAN","ZNF490@ZN490_HUMAN",3.01792190799726,3.15380533607904,4.0703893278914,-0.691952957442434,-0.454586341121799,1.14653929856423,1
"ZN491_HUMAN","ZNF491@ZN491_HUMAN",3.16992500144231,3.29278174922785,4.17791779219584,-0.685437179937248,-0.462037214154437,1.14747439409168,1
"ZN492_HUMAN","ZNF492@ZN492_HUMAN",9.04001567884788,9.19081236791614,8.41869594960205,0.383234722048694,0.751700380175404,-1.13493510222409,3
"ZN493_HUMAN","ZNF493@ZN493_HUMAN",3.54843662469604,3.29278174922785,3.16992500144231,1.09471518129438,-0.229239681873237,-0.86547549942114,4
"ZN496_HUMAN","ZNF496@ZN496_HUMAN",3.30742852519225,3.29278174922785,3.53605290024021,-0.522835593184762,-0.630199950468743,1.1530355436535,1
"ZN497_HUMAN","ZNF497@ZN497_HUMAN",3.65535182861255,3.67807190511264,2.37851162325373,0.5620105648317,0.592555301495287,-1.15456586632699,3
"ZN500_HUMAN","ZNF500@ZN500_HUMAN",4.37155886261196,4.18586654531133,4.27798474729977,1.00260321482447,-0.997376294548891,-0.00522692027558544,4
"ZN501_HUMAN","ZNF501@ZN501_HUMAN",3.16992500144231,3.21723071622067,3.36457243229586,-0.7944532394555,-0.328468245721219,1.12292148517672,1
"ZN502_HUMAN","ZNF502@ZN502_HUMAN",3.54843662469604,2.98185265328974,2.70043971814109,1.09170947589235,-0.220082094550305,-0.871627381342047,4
"ZN503_HUMAN","ZNF503@ZN503_HUMAN",4.54843662469604,4.30012372456901,4.17791779219584,1.09255699137425,-0.222643801240681,-0.869913190133562,4
"ZN506_HUMAN","ZNF506@ZN506_HUMAN",4.79701297783614,5.12515513132229,4.61470984411521,-0.187933269505126,1.08063315119053,-0.892699881685403,3
"ZN507_HUMAN","ZNF507@ZN507_HUMAN",4.01792190799726,4.43295940727611,4.27798474729977,-1.07299600290875,0.905970169968301,0.16702583294045,2
"ZN510_HUMAN","ZNF510@ZN510_HUMAN",3.01792190799726,3.43295940727611,3.95419631038688,-0.960134165752181,-0.0754568030338865,1.03559096878607,2
"ZN511_HUMAN","ZNF511@ZN511_HUMAN",3.65535182861255,3.49825086752783,3.36457243229586,1.02574163693925,-0.0536425847046639,-0.972099052234589,3
"ZN512_HUMAN","ZNF512@ZN512_HUMAN",3.84799690655495,4.18586654531133,4.0703893278914,-1.08747979623184,0.879955260035423,0.207524536196418,2
"Z512B_HUMAN","ZNF512B@Z512B_HUMAN",4.01792190799726,3.29278174922785,3.36457243229586,1.15003126484874,-0.664854751981569,-0.485176512867166,4
"ZN513_HUMAN","ZNF513@ZN513_HUMAN",3.75488750216347,3.29278174922785,4.0703893278914,0.124949982241709,-1.05660306458692,0.93165308234521,1
"ZN514_HUMAN","ZNF514@ZN514_HUMAN",2.43295940727611,3.62058641045188,2.94485844580754,-0.951006466365987,1.04268047681814,-0.0916740104521515,2
"ZN516_HUMAN","ZNF516@ZN516_HUMAN",3.93545974780529,3.92599941855622,4.53605290024021,-0.563763907568897,-0.590830881226009,1.1545947887949,1
"ZN517_HUMAN","ZNF517@ZN517_HUMAN",2.16992500144231,2.88752527074159,3.53605290024021,-1.01642065804107,0.0336929063366868,0.982727751704382,2
"Z518A_HUMAN","ZNF518A@Z518A_HUMAN",3.84799690655495,4.06177619758669,3.82781902461732,-0.497778763594343,1.1511987671445,-0.653420003550151,3
"Z518B_HUMAN","ZNF518B@Z518B_HUMAN",2.65535182861255,3.49825086752783,1.96347412397489,-0.0654940914889626,1.03113719642959,-0.965643104940624,3
"ZN519_HUMAN","ZNF519@ZN519_HUMAN",3.93545974780529,3.67807190511264,2.94485844580754,0.80934030992438,0.308580289866714,-1.1179205997911,3
"ZN521_HUMAN","ZNF521@ZN521_HUMAN",3.43295940727611,2.43295940727611,3.16992500144231,0.812168047354189,-1.1169196566772,0.304751609323014,4
"ZN524_HUMAN","ZNF524@ZN524_HUMAN",3.84799690655495,4.26303440583379,4.0703893278914,-1.02301576787676,0.975274047006196,0.0477417208705638,2
"ZN525_HUMAN","ZNF525@ZN525_HUMAN",3.43295940727611,2.88752527074159,2.37851162325373,1.01131222686214,-0.0230220026915281,-0.988290224170616,3
"ZN526_HUMAN","ZNF526@ZN526_HUMAN",3.93545974780529,3.83794324189103,4.4594316186373,-0.425296799390574,-0.717051538091684,1.14234833748226,1
"ZN527_HUMAN","ZNF527@ZN527_HUMAN",3.01792190799726,2.29278174922785,3.36457243229586,0.230679386039288,-1.09518165254291,0.864502266503626,1
"ZN528_HUMAN","ZNF528@ZN528_HUMAN",4.16992500144231,4.14567745519564,3.16992500144231,0.598471777968395,0.555967974566191,-1.15443975253459,3
"ZN529_HUMAN","ZNF529@ZN529_HUMAN",4.88752527074159,4.95419631038687,4.0703893278914,0.508289875842162,0.643758760471607,-1.15204863631377,3
"ZN530_HUMAN","ZNF530@ZN530_HUMAN",3.75488750216347,4.22496636500027,4.37155886261196,-1.1244192292067,0.334699070358336,0.789720158848362,2
"ZN532_HUMAN","ZNF532@ZN532_HUMAN",4.09592441999854,4.62058641045188,4.76022094646651,-1.13152743572399,0.366429208423933,0.765098227300062,2
"ZN534_HUMAN","ZNF534@ZN534_HUMAN",2.43295940727611,2.88752527074159,3.16992500144231,-1.06819909698449,0.154345658583084,0.913853438401407,2
"ZN536_HUMAN","ZNF536@ZN536_HUMAN",3.01792190799726,3.36457243229586,1.96347412397489,0.323311240064889,0.798345620349972,-1.12165686041486,3
"ZN540_HUMAN","ZNF540@ZN540_HUMAN",5.09169983413681,5.10433665981474,4.53605290024021,0.557770337833568,0.59671130645002,-1.15448164428359,3
"ZN541_HUMAN","ZNF541@ZN541_HUMAN",-0.15200309344505,2.98185265328974,3.36457243229586,-1.14900675010742,0.475318617375441,0.673688132731974,2
"ZN543_HUMAN","ZNF543@ZN543_HUMAN",3.75488750216347,3.49825086752783,2.37851162325373,0.743729384842889,0.39308625475812,-1.13681563960101,3
"ZN544_HUMAN","ZNF544@ZN544_HUMAN",3.75488750216347,3.78659636189081,4.0703893278914,-0.666201877881121,-0.483680117053487,1.14988199493461,1
"ZN546_HUMAN","ZNF546@ZN546_HUMAN",2.65535182861255,2.43295940727611,1.96347412397489,0.862805317430071,0.233183857970939,-1.09598917540101,3
"ZN547_HUMAN","ZNF547@ZN547_HUMAN",2.65535182861255,2.88752527074159,3.53605290024021,-0.812687359094012,-0.304046665458189,1.1167340245522,1
"ZN548_HUMAN","ZNF548@ZN548_HUMAN",-0.15200309344505,-1,0.37851162325373,0.152199046390859,-1.06737475627063,0.915175709879767,1
"ZN549_HUMAN","ZNF549@ZN549_HUMAN",4.16992500144231,3.56071495447448,4.61470984411521,0.103581975884804,-1.0477594014495,0.944177425564698,1
"ZN550_HUMAN","ZNF550@ZN550_HUMAN",1.43295940727611,2.43295940727611,1.96347412397489,-1.01971034003136,0.979049284242244,0.040661055789112,2
"ZN551_HUMAN","ZNF551@ZN551_HUMAN",4.09592441999854,4.22496636500027,4.27798474729977,-1.10746146432975,0.270628579632499,0.83683288469724,2
"ZN552_HUMAN","ZNF552@ZN552_HUMAN",2.65535182861255,3.56071495447448,2.94485844580754,-0.861389493770657,1.09665728713527,-0.235267793364609,2
"ZN554_HUMAN","ZNF554@ZN554_HUMAN",3.16992500144231,2.43295940727611,2.37851162325373,1.15250863719029,-0.514667949150746,-0.63784068803954,4
"ZN555_HUMAN","ZNF555@ZN555_HUMAN",3.43295940727611,3.43295940727611,3.68929916053589,-0.577350269189627,-0.577350269189627,1.15470053837925,1
"ZN556_HUMAN","ZNF556@ZN556_HUMAN",3.65535182861255,2.78659636189081,1.37851162325373,0.912546912851924,0.156461069191223,-1.06900798204315,3
"ZN557_HUMAN","ZNF557@ZN557_HUMAN",4.09592441999854,2.78659636189081,3.53605290024021,0.948426466616164,-1.04462135743193,0.0961948908157624,4
"ZN558_HUMAN","ZNF558@ZN558_HUMAN",3.16992500144231,2.88752527074159,3.82781902461732,-0.25941914549731,-0.844726818306238,1.10414596380355,1
"ZN559_HUMAN","ZNF559@ZN559_HUMAN",3.01792190799726,3.78659636189081,4.0703893278914,-1.11480681396915,0.296818822548025,0.817987991421122,2
"ZN560_HUMAN","ZNF560@ZN560_HUMAN",3.54843662469604,3.15380533607904,3.16992500144231,1.15394834658386,-0.613063092121495,-0.540885254462363,4
"ZN561_HUMAN","ZNF561@ZN561_HUMAN",3.93545974780529,3.67807190511264,3.82781902461732,0.941280469064036,-1.04985807690131,0.108577607837281,4
"ZN562_HUMAN","ZNF562@ZN562_HUMAN",3.30742852519225,3.62058641045188,3.95419631038688,-0.98929451326487,-0.0210777422943369,1.01037225555921,2
"ZN563_HUMAN","ZNF563@ZN563_HUMAN",2.84799690655495,2.29278174922785,2.94485844580754,0.434214634710426,-1.14371038137587,0.709495746665443,1
"ZN564_HUMAN","ZNF564@ZN564_HUMAN",2.65535182861255,2.98185265328974,4.0703893278914,-0.783494154935387,-0.342829454887217,1.1263236098226,1
"ZN565_HUMAN","ZNF565@ZN565_HUMAN",3.43295940727611,3.15380533607904,2.37851162325373,0.813671000809529,0.302709865890594,-1.11638086670012,3
"ZN566_HUMAN","ZNF566@ZN566_HUMAN",3.93545974780529,3.29278174922785,3.36457243229586,1.14868648576704,-0.676272228271,-0.472414257496043,4
"ZN567_HUMAN","ZNF567@ZN567_HUMAN",3.75488750216347,3.49825086752783,2.37851162325373,0.743729384842889,0.39308625475812,-1.13681563960101,3
"ZN568_HUMAN","ZNF568@ZN568_HUMAN",4.84297883178833,4.43295940727611,3.36457243229586,0.824736178608788,0.287530243862882,-1.11226642247167,3
"ZN569_HUMAN","ZNF569@ZN569_HUMAN",3.16992500144231,2.29278174922785,3.53605290024021,0.266612405874636,-1.10628532335836,0.839672917483724,1
"ZNF57_HUMAN","ZNF57@ZNF57_HUMAN",2.43295940727611,3.0703893278914,1.96347412397489,-0.100762898761874,1.04656673770577,-0.945803838943895,3
"ZN570_HUMAN","ZNF570@ZN570_HUMAN",3.30742852519225,3.49825086752783,4.17791779219584,-0.773184479168947,-0.356132016703944,1.12931649587289,1
"ZN571_HUMAN","ZNF571@ZN571_HUMAN",3.54843662469604,3.0703893278914,3.68929916053589,0.346467776308213,-1.12715739661012,0.780689620301908,1
"ZN572_HUMAN","ZNF572@ZN572_HUMAN",3.16992500144231,2.43295940727611,3.95419631038688,-0.0207279099862258,-0.989474914680747,1.01020282466697,1
"ZN573_HUMAN","ZNF573@ZN573_HUMAN",3.43295940727611,2.98185265328974,3.53605290024021,0.393569569429199,-1.13690565221754,0.743336082788344,1
"ZN574_HUMAN","ZNF574@ZN574_HUMAN",4.24031432933371,3.43295940727611,3.95419631038688,0.89042781033162,-1.08188786877751,0.191460058445887,4
"ZN575_HUMAN","ZNF575@ZN575_HUMAN",3.16992500144231,2.56071495447448,3.95419631038688,-0.0835330323596338,-0.955613388559898,1.03914642091953,1
"ZN576_HUMAN","ZNF576@ZN576_HUMAN",3.93545974780529,3.97269265400426,4.27798474729977,-0.673569586341985,-0.475451631317782,1.14902121765977,1
"ZN577_HUMAN","ZNF577@ZN577_HUMAN",4.01792190799726,4.10433665981474,3.82781902461732,0.244325424983393,0.85519536673516,-1.09952079171856,3
"ZN578_HUMAN","ZNF578@ZN578_HUMAN",4.09592441999854,3.92599941855622,3.68929916053589,0.941040470489001,0.108990010287345,-1.05003048077635,3
"ZN579_HUMAN","ZNF579@ZN579_HUMAN",2.16992500144231,3.36457243229586,2.94485844580754,-1.08326766064052,0.887897287181964,0.195370373458551,2
"ZN580_HUMAN","ZNF580@ZN580_HUMAN",4.43295940727611,4.49825086752783,4.37155886261196,-0.0204711895878768,1.01007843134259,-0.989607241754701,3
"ZN581_HUMAN","ZNF581@ZN581_HUMAN",4.09592441999854,4.14567745519564,4.0703893278914,-0.21084156647393,1.08860915551621,-0.877767589042281,3
"ZN582_HUMAN","ZNF582@ZN582_HUMAN",2.65535182861255,2.78659636189081,3.68929916053589,-0.689992300171591,-0.456834860338432,1.14682716051002,1
"ZN583_HUMAN","ZNF583@ZN583_HUMAN",3.30742852519225,3.62058641045188,3.36457243229586,-0.740137938202691,1.13762800547888,-0.397490067276182,2
"ZN584_HUMAN","ZNF584@ZN584_HUMAN",3.16992500144231,2.29278174922785,2.94485844580754,0.806477470823036,-1.11891713161414,0.312439660791106,4
"Z585A_HUMAN","ZNF585A@Z585A_HUMAN",3.43295940727611,3.62058641045188,3.53605290024021,-1.03129267919945,0.965453584285949,0.0658390949135069,2
"Z585B_HUMAN","ZNF585B@Z585B_HUMAN",3.65535182861255,3.43295940727611,3.82781902461732,0.0840682451093004,-1.03938029997911,0.955312054869811,1
"ZN586_HUMAN","ZNF586@ZN586_HUMAN",3.65535182861255,3.0703893278914,3.36457243229586,0.998054809021653,-1.00193390540494,0.00387909638329019,4
"ZN587_HUMAN","ZNF587@ZN587_HUMAN",7.95361446119936,7.98185265328974,7.61691636257881,0.506412709619857,0.645492496670144,-1.15190520629001,3
"Z587B_HUMAN","ZNF587B@Z587B_HUMAN",6.79960542245267,6.46107011403305,6.14974711950468,1.01366188445137,-0.0279079964318263,-0.985753888019547,3
"ZN589_HUMAN","ZNF589@ZN589_HUMAN",3.54843662469604,4.30012372456901,3.95419631038688,-1.0254501783915,0.972441250242573,0.0530089281489283,2
"ZN592_HUMAN","ZNF592@ZN592_HUMAN",4.30742852519225,4.10433665981474,3.68929916053589,0.868844734032041,0.22423658958337,-1.09308132361541,3
"ZN593_HUMAN","ZNF593@ZN593_HUMAN",3.43295940727611,3.73335434061383,2.70043971814109,0.271107048285229,0.836493659011347,-1.10760070729658,3
"ZN594_HUMAN","ZNF594@ZN594_HUMAN",4.01792190799726,4.26303440583379,3.53605290024021,0.213374698567146,0.876091073611707,-1.08946577217885,3
"ZN595_HUMAN","ZNF595@ZN595_HUMAN",7.52434581646254,7.38543103719352,6.72655877910497,0.732601092367109,0.406662408683551,-1.13926350105066,3
"ZN596_HUMAN","ZNF596@ZN596_HUMAN",2.65535182861255,3.21723071622067,4.0703893278914,-0.924876029029644,-0.136271638150615,1.06114766718026,1
"ZN597_HUMAN","ZNF597@ZN597_HUMAN",3.01792190799726,2.43295940727611,3.16992500144231,0.370904367346939,-1.13245929173139,0.761554924384451,1
"ZN598_HUMAN","ZNF598@ZN598_HUMAN",3.65535182861255,3.73335434061383,3.68929916053589,-0.95413888175939,1.04028720137399,-0.086148319614597,2
"ZN599_HUMAN","ZNF599@ZN599_HUMAN",3.30742852519225,4.14567745519564,3.16992500144231,-0.442263234517285,1.14487531739723,-0.702612082879947,3
"ZN600_HUMAN","ZNF600@ZN600_HUMAN",6.91169158187234,6.97613447283165,6.39059890555246,0.474081385527129,0.674789954847331,-1.14887134037446,3
"ZN605_HUMAN","ZNF605@ZN605_HUMAN",3.30742852519225,3.62058641045188,3.82781902461732,-1.06055143717573,0.134772258642987,0.925779178532744,2
"ZN606_HUMAN","ZNF606@ZN606_HUMAN",3.65535182861255,2.56071495447448,4.27798474729977,0.180973642895436,-1.07812866211308,0.897155019217645,1
"ZN607_HUMAN","ZNF607@ZN607_HUMAN",3.65535182861255,3.78659636189081,3.36457243229586,0.246219533387078,0.85389174611695,-1.10011127950403,3
"ZN608_HUMAN","ZNF608@ZN608_HUMAN",3.65535182861255,4.18586654531133,4.37155886261196,-1.11809336962026,0.309245938997785,0.808847430622479,2
"ZN609_HUMAN","ZNF609@ZN609_HUMAN",4.84297883178833,4.5298209465287,4.4594316186373,1.13741673536408,-0.396335581009434,-0.741081154354651,4
"ZN610_HUMAN","ZNF610@ZN610_HUMAN",3.65535182861255,3.67807190511264,1.96347412397489,0.56576030711334,0.588863189504385,-1.15462349661773,3
"ZN611_HUMAN","ZNF611@ZN611_HUMAN",8.48179943166575,8.25266543245025,7.94602898951548,0.94847917923311,0.0961027943257287,-1.04458197355884,3
"ZN613_HUMAN","ZNF613@ZN613_HUMAN",3.30742852519225,3.43295940727611,3.53605290024021,-1.03105981070978,0.0653224531127795,0.965737357597004,2
